2023-12,Russia,Central & Eastern Europe & Central Asia,49147094.0,52624288.0,3477194.0,44.93181392935154,24.724492276830826,2.794544668416761,5.540907199096366
2023-12,Ukraine,Central & Eastern Europe & Central Asia,19136831.0,18325174.0,811657.0,10.488118091327571,16.37239876091931,0.6523109558837221,0.05999573813238343
2023-12,Turkey,Central & Eastern Europe & Central Asia,25036772.0,25355442.0,318670.0,4.117809114149643,0.2284041486735633,0.25610810023380043,1.4604899049240183
2023-12,Czechia,Central & Eastern Europe & Central Asia,7880421.0,7571029.0,309392.0,3.997920097420487,7.095632554904649,0.24865157481889097,0.047647043622859875
2023-12,Greece,Central & Eastern Europe & Central Asia,6781073.0,6476743.0,304330.0,3.9325096422919037,6.847229930364573,0.24458335627499445,0.0017855525691772899
2023-12,Hungary,Central & Eastern Europe & Central Asia,6562259.0,6287181.0,275078.0,3.5545193946780547,6.292516430526971,0.2210741644839908,0.021600387973908786
2023-12,Poland,Central & Eastern Europe & Central Asia,20586769.0,20827618.0,240849.0,3.1122170500324082,0.38542960710187063,0.19356506678761914,1.184380955547781
2023-12,Kyrgyzstan,Central & Eastern Europe & Central Asia,1813204.0,2010169.0,196965.0,2.545154147451861,3.2899107447497364,0.1582964570325117,0.2872899645056872
2023-12,Lithuania,Central & Eastern Europe & Central Asia,2017055.0,1834280.0,182775.0,2.361792954588449,3.8517569452464513,0.146892264788756,0.09492157721357578
2023-12,Romania,Central & Eastern Europe & Central Asia,7658935.0,7503109.0,155826.0,2.013561750467513,4.35331406942406,0.1252339436628242,0.19451473095839278
2023-12,Uzbekistan,Central & Eastern Europe & Central Asia,4241369.0,4088865.0,152504.0,1.9706353316731329,3.6916317430198817,0.12256412501351083,0.039693116221726686
2023-12,Slovenia,Central & Eastern Europe & Central Asia,1765950.0,1634158.0,131792.0,1.7029977681363475,2.8507271622263355,0.10591834419936931,0.05401886380196662
2023-12,Belarus,Central & Eastern Europe & Central Asia,3486070.0,3615948.0,129878.0,1.6782653281687245,1.6402929692873762,0.10438010431532788,0.2952220441027733
2023-12,Albania,Central & Eastern Europe & Central Asia,902485.0,1025153.0,122668.0,1.585098717841367,2.1190215300658304,0.09858558521191148,0.1685961402369618
2023-12,Kazakhstan,Central & Eastern Europe & Central Asia,8513442.0,8635951.0,122509.0,1.5830441421073795,0.35712411837653607,0.09845780039395818,0.5183464237108245
2023-12,Croatia,Central & Eastern Europe & Central Asia,3639921.0,3750545.0,110624.0,1.4294678364568052,1.2509480071311452,0.088906086171475,0.2824989934971118
2023-12,Kosovo,Central & Eastern Europe & Central Asia,535866.0,432345.0,103521.0,1.337683865145402,2.079629176621186,0.08319756062479447,0.08209813137336162
2023-12,Georgia,Central & Eastern Europe & Central Asia,1845245.0,1948441.0,103196.0,1.3334842606576918,1.5305019700668792,0.08293636524218555,0.19206436861856838
2023-12,Bulgaria,Central & Eastern Europe & Central Asia,4004313.0,3907341.0,96972.0,1.2530586042530494,2.6314371735454443,0.0779342727456996,0.08580500045292172
2023-12,Slovakia,Central & Eastern Europe & Central Asia,3507316.0,3421512.0,85804.0,1.108747272195362,2.3305697241128764,0.06895879572115671,0.07425850711815393
2023-12,Tajikistan,Central & Eastern Europe & Central Asia,527525.0,463814.0,63711.0,0.8232646200507985,1.3227721413372704,0.051203135450452374,0.04134126035271
2023-12,North Macedonia,Central & Eastern Europe & Central Asia,1051092.0,1109504.0,58412.0,0.7547916841111777,0.8729833886766297,0.046944445196776444,0.10911909331641903
2023-12,Serbia,Central & Eastern Europe & Central Asia,6008193.0,6066396.0,58203.0,0.7520910153790809,0.22896502667694896,0.0467764764738064,0.337658139939048
2023-12,Turkmenistan,Central & Eastern Europe & Central Asia,439080.0,476306.0,37226.0,0.48102915895231624,0.6105207928412345,0.02991772096307608,0.058869289173930785
2023-12,Estonia,Central & Eastern Europe & Central Asia,1190224.0,1162393.0,27831.0,0.3596282846075838,0.7822194907973007,0.0223671652104274,0.026521900125310936
2023-12,Armenia,Central & Eastern Europe & Central Asia,1558209.0,1575588.0,17379.0,0.22456900428282126,0.011285052558532346,0.013967121705724473,0.09025494894203195
2023-12,Bosnia and Herzegovina,Central & Eastern Europe & Central Asia,2351133.0,2367959.0,16826.0,0.21742321572373272,0.19379549533177268,0.013522687716239138,0.12640559520653263
2023-12,Cyprus,Central & Eastern Europe & Central Asia,775622.0,765914.0,9708.0,0.12544541651289653,0.352109739791638,0.00780210699805358,0.025990135545598477
2023-12,Azerbaijan,Central & Eastern Europe & Central Asia,3449875.0,3441767.0,8108.0,0.10477044057339978,0.8889064993506144,0.00651622203751735,0.15156085240913683
2023-12,Moldova,Central & Eastern Europe & Central Asia,1193342.0,1187649.0,5693.0,0.07356414876472187,0.36597300364530055,0.004575339425207976,0.049523498894761715
2023-12,Montenegro,Central & Eastern Europe & Central Asia,632884.0,629988.0,2896.0,0.03742170645048912,0.19246071228587552,0.0023274517785705777,0.02640114551240188
2023-12,Latvia,Central & Eastern Europe & Central Asia,1230755.0,1231382.0,627.0,0.008102006196290288,0.2550396135113847,0.0005039061689101354,0.05778394189376212
2023-12,South Korea,"East, Southeast Asia, & Pacific",21571661.0,12929880.0,8641781.0,40.91860863735023,36.540171841361015,6.945210137592343,7.731836607830189
2023-12,Japan,"East, Southeast Asia, & Pacific",74292455.0,77134942.0,2842487.0,13.45910213528389,16.449705979908753,2.284444552387343,5.894603318878517
2023-12,Australia,"East, Southeast Asia, & Pacific",20015198.0,17579577.0,2435621.0,11.53260219020959,7.325359203231481,1.9574552584163845,1.5350082712633872
