month,country,wmf_region,current_metric,previous_metric,absolute_change,simple_calculation_regional,simple_calculation_global,formula_result_percentage_regional,formula_result_percentage_global
2023-11,Guadeloupe,Latin America & Caribbean,214848,221014,6166,0.025972381577670966,0.025972381577670966,0.365439111670485,0.36543911167048504
2023-11,Saint Martin,Latin America & Caribbean,10722,16670,5948,0.025054123519945976,0.025054123519945976,0.07834201189228182,0.07834201189228183
2023-11,British Virgin Islands,Latin America & Caribbean,18268,23522,5254,0.022130861629757255,0.022130861629757255,0.04989810095028151,0.04989810095028152
2023-11,Cayman Islands,Latin America & Caribbean,61027,57466,3561,0.014999619007149901,0.014999619007149901,0.1947948711927054,0.19479487119270542
2023-11,St Vincent and Grenadines,Latin America & Caribbean,26241,29486,3245,0.013668566042741205,0.013668566042741205,0.001995846568918611,0.001995846568918611
2023-11,"Bonaire, Sint Eustatius, and Saba",Latin America & Caribbean,20284,23269,2985,0.012573395882151773,0.012573395882151773,0.0066208042612563404,0.006620804261256342
2023-11,Turks and Caicos Islands,Latin America & Caribbean,23654,21144,2510,0.010572604242613382,0.010572604242613382,0.09486742209013521,0.09486742209013523
2023-11,Anguilla,Latin America & Caribbean,6828,8471,1643,0.006920632976340155,0.006920632976340155,0.013160206136803129,0.013160206136803129
2023-11,Bermuda,Latin America & Caribbean,49320,47778,1542,0.006495201490880413,0.006495201490880413,0.13456937165561678,0.1345693716556168
2023-11,Saint Lucia,Latin America & Caribbean,50772,52195,1423,0.00599395053276448,0.00599395053276448,0.08699498956612865,0.08699498956612867
2023-11,Sint Maarten,Latin America & Caribbean,27740,28719,979,0.004123736873911754,0.004123736873911754,0.04408431791462338,0.04408431791462339
2023-11,Aruba,Latin America & Caribbean,79210,80171,961,0.0040479174012555625,0.0040479174012555625,0.15725436163368134,0.15725436163368137
2023-11,Dominica,Latin America & Caribbean,21380,22056,676,0.0028474424175325285,0.0028474424175325285,0.035322680266773855,0.03532268026677386
2023-11,Montserrat,Latin America & Caribbean,1720,2168,448,0.0018870624305541018,0.0018870624305541018,0.0038998544949257682,0.003899854494925769
2023-11,Falkland Islands,Latin America & Caribbean,3343,3057,286,0.0012046871766483776,0.0012046871766483776,0.012232244237529558,0.012232244237529562
